Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (mm),Total Precip (mm),Avg Sol Rad (W/sq.m),Avg Vap Pres (kPa),Avg Max Air Temp (C),Avg Min Air Temp (C),Avg Air Temp (C),Avg Max Rel Hum (%),Avg Min Rel Hum (%),Avg Rel Hum (%),Avg Dew Point (C),Avg Wind Speed (m/s),Avg Soil Temp (C)
2,FivePoints,San Joaquin Valley,2015-01-01,30.47,4.8,83.0,0.9,14.3,2.8,7.8,94.0,62.0,81.0,4.7,1.5,10.5
2,FivePoints,San Joaquin Valley,2015-02-01,66.69,8.3,144.0,1.0,20.8,5.1,12.6,88.0,44.0,67.0,6.4,2.2,13.2
2,FivePoints,San Joaquin Valley,2015-03-01,134.15,1.0,221.0,0.9,24.9,7.6,16.3,75.0,29.0,49.0,5.0,2.6,15.2
2,FivePoints,San Joaquin Valley,2015-04-01,175.32,11.3,278.0,0.8,25.3,7.5,16.9,69.0,23.0,40.0,2.9,3.0,16.9
2,FivePoints,San Joaquin Valley,2015-05-01,188.6,11.9,301.0,0.9,27.4,10.8,19.3,74.0,25.0,43.0,5.8,2.6,19.1
2,FivePoints,San Joaquin Valley,2015-06-01,229.52,0.0,332.0,1.1,34.8,15.7,25.9,60.0,19.0,34.0,8.3,2.6,23.3
2,FivePoints,San Joaquin Valley,2015-07-01,226.23,1.6,312.0,1.3,34.6,17.5,26.3,65.0,24.0,39.0,11.0,2.7,25.7
2,FivePoints,San Joaquin Valley,2015-08-01,221.16,0.0,299.0,1.2,34.8,16.8,26.2,63.0,22.0,36.0,9.6,2.8,25.3
2,FivePoints,San Joaquin Valley,2015-09-01,174.91,0.1,242.0,0.9,33.1,14.5,24.0,55.0,18.0,32.0,5.6,2.5,23.4
2,FivePoints,San Joaquin Valley,2015-10-01,116.62,6.5,183.0,1.2,28.6,12.3,20.0,73.0,30.0,49.0,8.7,2.2,21.5
2,FivePoints,San Joaquin Valley,2015-11-01,59.13,18.4,129.0,0.8,17.6,1.9,9.1,88.0,41.0,66.0,3.0,2.1,14.7
2,FivePoints,San Joaquin Valley,2015-12-01,37.46,30.2,85.0,0.7,13.9,0.4,6.8,90.0,51.0,73.0,2.2,2.2,10.6
2,FivePoints,San Joaquin Valley,2016-01-01,35.75,81.2,86.0,1.0,14.9,4.9,9.5,93.0,63.0,80.0,6.3,2.2,10.9
2,FivePoints,San Joaquin Valley,2016-02-01,76.69,0.5,167.0,0.9,19.9,4.3,11.7,88.0,42.0,67.0,5.6,2.1,11.8
2,FivePoints,San Joaquin Valley,2016-03-01,107.13,32.6,190.0,1.0,21.2,6.2,14.2,83.0,38.0,59.0,6.2,2.7,14.6
2,FivePoints,San Joaquin Valley,2016-04-01,158.8,11.3,252.0,0.9,25.4,9.8,17.5,73.0,29.0,47.0,5.4,3.0,17.5
2,FivePoints,San Joaquin Valley,2016-05-01,196.89,11.9,302.0,1.1,28.3,11.8,20.6,74.0,27.0,45.0,7.8,2.7,20.1
2,FivePoints,San Joaquin Valley,2016-06-01,247.38,0.0,344.0,1.0,34.4,15.2,25.6,57.0,17.0,30.0,6.5,3.0,22.2
2,FivePoints,San Joaquin Valley,2016-07-01,251.75,0.0,350.0,1.1,36.6,16.1,27.0,58.0,16.0,30.0,7.7,2.5,23.5
2,FivePoints,San Joaquin Valley,2016-08-01,223.4,0.0,307.0,1.1,35.9,15.9,26.3,62.0,16.0,31.0,7.8,2.3,24.1
2,FivePoints,San Joaquin Valley,2016-09-01,172.4,0.0,260.0,0.9,32.7,12.0,22.7,61.0,17.0,32.0,5.1,2.2,23.1
2,FivePoints,San Joaquin Valley,2016-10-01,112.96,17.2,181.0,1.0,26.0,9.4,17.5,73.0,30.0,49.0,6.4,2.4,19.9
2,FivePoints,San Joaquin Valley,2016-11-01,56.92,26.3,112.0,1.0,20.7,6.2,12.8,87.0,45.0,69.0,7.0,1.9,16.6
2,FivePoints,San Joaquin Valley,2016-12-01,34.55,23.7,80.0,0.8,13.8,2.1,7.6,90.0,53.0,74.0,3.3,2.1,11.7
2,FivePoints,San Joaquin Valley,2017-01-01,34.51,41.9,95.0,0.9,13.7,2.8,8.3,91.0,60.0,78.0,4.8,2.3,10.5
2,FivePoints,San Joaquin Valley,2017-02-01,47.96,67.6,108.0,1.0,16.8,6.5,11.5,90.0,51.0,73.0,6.7,2.9,12.4
2,FivePoints,San Joaquin Valley,2017-03-01,107.76,30.2,182.0,1.0,21.1,6.2,13.7,84.0,38.0,60.0,5.9,2.8,13.7
2,FivePoints,San Joaquin Valley,2017-04-01,158.18,10.6,250.0,0.9,23.4,8.2,16.1,74.0,27.0,47.0,4.4,3.5,15.5
2,FivePoints,San Joaquin Valley,2017-05-01,209.86,5.6,311.0,1.0,28.6,11.6,20.6,71.0,24.0,42.0,6.8,3.0,18.8
2,FivePoints,San Joaquin Valley,2017-06-01,233.14,0.0,339.0,1.2,33.4,15.0,24.9,68.0,23.0,39.0,9.7,2.9,22.0
2,FivePoints,San Joaquin Valley,2017-07-01,243.04,0.0,330.0,1.3,36.6,17.0,27.5,65.0,19.0,34.0,10.2,2.4,24.1
2,FivePoints,San Joaquin Valley,2017-08-01,207.7,0.1,268.0,1.4,35.6,18.0,27.1,66.0,24.0,39.0,11.7,2.4,25.3
2,FivePoints,San Joaquin Valley,2017-09-01,154.37,0.1,225.0,1.2,31.4,14.1,23.0,70.0,25.0,42.0,9.0,2.3,23.6
2,FivePoints,San Joaquin Valley,2017-10-01,114.8,1.6,164.0,0.8,27.0,6.8,16.6,70.0,22.0,41.0,3.0,2.2,18.3
2,FivePoints,San Joaquin Valley,2017-11-01,59.65,4.8,112.0,1.0,20.9,6.0,13.0,84.0,42.0,64.0,6.1,2.1,16.3
2,FivePoints,San Joaquin Valley,2017-12-01,54.47,1.2,113.0,0.5,16.5,-1.0,6.7,77.0,33.0,55.0,-1.8,1.9,11.3
2,FivePoints,San Joaquin Valley,2018-01-01,31.79,16.1,76.0,1.0,15.8,4.8,9.9,94.0,59.0,79.0,6.4,1.9,12.2
2,FivePoints,San Joaquin Valley,2018-02-01,75.32,0.9,141.0,0.6,18.5,1.4,9.6,76.0,28.0,49.0,-0.8,2.4,11.7
2,FivePoints,San Joaquin Valley,2018-03-01,95.81,72.1,183.0,0.9,19.5,5.7,12.5,87.0,40.0,63.0,5.3,2.6,13.5
2,FivePoints,San Joaquin Valley,2018-04-01,161.27,3.7,271.0,0.9,24.7,8.5,16.7,76.0,28.0,47.0,5.1,2.9,16.7
2,FivePoints,San Joaquin Valley,2018-05-01,201.99,2.8,328.0,1.1,28.0,11.2,20.1,72.0,30.0,45.0,7.7,2.7,19.5
2,FivePoints,San Joaquin Valley,2018-06-01,231.98,4.1,362.0,1.2,33.0,13.5,24.0,68.0,25.0,40.0,9.5,2.7,22.0
2,FivePoints,San Joaquin Valley,2018-07-01,245.81,0.0,337.0,1.5,37.1,18.6,28.3,63.0,25.0,40.0,13.0,2.6,25.5
2,FivePoints,San Joaquin Valley,2018-08-01,215.4,0.0,314.0,1.3,34.9,16.3,26.0,68.0,25.0,40.0,11.1,2.6,25.6
2,FivePoints,San Joaquin Valley,2018-09-01,164.39,1.1,254.0,1.1,32.5,12.9,22.9,67.0,24.0,40.0,8.3,2.2,23.7
2,FivePoints,San Joaquin Valley,2018-10-01,114.77,11.2,194.0,1.0,26.7,9.1,17.5,75.0,30.0,49.0,6.4,2.2,19.5
2,FivePoints,San Joaquin Valley,2018-11-01,66.35,44.7,141.0,0.8,20.8,3.9,11.7,80.0,37.0,58.0,3.0,1.6,14.5
2,FivePoints,San Joaquin Valley,2018-12-01,34.9,27.6,96.0,1.0,14.2,3.4,8.5,97.0,65.0,85.0,6.0,1.8,12.2
2,FivePoints,San Joaquin Valley,2019-01-01,43.81,31.0,111.0,1.0,16.2,4.0,9.8,97.0,58.0,80.0,6.5,2.2,11.1
2,FivePoints,San Joaquin Valley,2019-02-01,58.29,60.7,153.0,0.9,14.6,3.3,8.8,93.0,53.0,73.0,4.2,2.7,10.7
2,FivePoints,San Joaquin Valley,2019-03-01,111.89,36.3,222.0,1.0,20.1,6.5,13.1,89.0,41.0,63.0,5.9,2.7,13.2
2,FivePoints,San Joaquin Valley,2019-04-01,169.9,12.3,289.0,1.1,26.3,10.1,18.3,78.0,32.0,51.0,7.7,2.8,16.9
2,FivePoints,San Joaquin Valley,2019-05-01,165.22,48.0,286.0,1.2,25.0,11.0,18.1,84.0,39.0,59.0,9.3,2.5,19.4
2,FivePoints,San Joaquin Valley,2019-06-01,229.98,0.0,361.0,1.3,33.1,15.3,24.7,69.0,26.0,42.0,10.9,2.6,22.7
2,FivePoints,San Joaquin Valley,2019-07-01,232.26,0.0,357.0,1.4,35.2,16.2,26.2,70.0,25.0,40.0,11.6,2.2,24.9
2,FivePoints,San Joaquin Valley,2019-08-01,217.82,1.9,318.0,1.4,35.3,16.9,26.4,69.0,25.0,42.0,12.3,2.4,25.0
2,FivePoints,San Joaquin Valley,2019-09-01,167.99,4.6,270.0,1.2,31.4,13.8,22.6,69.0,26.0,43.0,9.2,2.4,22.5
2,FivePoints,San Joaquin Valley,2019-10-01,126.13,1.8,216.0,0.7,26.2,6.2,15.9,65.0,20.0,38.0,1.3,2.2,17.6
2,FivePoints,San Joaquin Valley,2019-11-01,67.8,8.3,145.0,0.8,21.1,3.4,11.5,77.0,35.0,56.0,2.5,1.7,14.1
2,FivePoints,San Joaquin Valley,2019-12-01,32.56,53.4,82.0,1.0,14.9,5.0,9.6,99.0,65.0,86.0,7.3,2.1,12.1
2,FivePoints,San Joaquin Valley,2020-01-01,39.85,1.9,106.0,1.0,14.5,3.2,8.4,99.0,65.0,86.0,6.2,1.9,10.7
2,FivePoints,San Joaquin Valley,2020-02-01,86.14,5.0,184.0,0.7,19.8,2.7,10.9,79.0,33.0,55.0,1.9,2.3,11.2
2,FivePoints,San Joaquin Valley,2020-03-01,90.86,67.2,189.0,1.0,18.7,5.7,12.0,90.0,47.0,68.0,6.1,2.4,15.3
2,FivePoints,San Joaquin Valley,2020-04-01,152.63,28.2,270.0,1.1,24.0,9.0,16.6,85.0,39.0,58.0,8.0,2.9,16.3
2,FivePoints,San Joaquin Valley,2020-05-01,218.0,0.9,335.0,1.1,29.6,11.6,21.2,71.0,27.0,43.0,7.8,3.0,20.4
2,FivePoints,San Joaquin Valley,2020-06-01,226.45,11.4,353.0,1.3,32.7,14.7,24.2,68.0,28.0,43.0,10.9,2.8,24.5
2,FivePoints,San Joaquin Valley,2020-07-01,228.73,1.4,331.0,1.4,35.6,16.4,26.6,67.0,24.0,39.0,11.3,2.3,25.1
2,FivePoints,San Joaquin Valley,2020-08-01,200.31,10.6,265.0,1.5,35.8,18.0,27.3,68.0,26.0,41.0,12.8,2.3,25.7
2,FivePoints,San Joaquin Valley,2020-09-01,154.85,8.9,221.0,1.3,33.0,15.1,23.9,69.0,28.0,45.0,11.2,2.3,23.2
2,FivePoints,San Joaquin Valley,2020-10-01,115.91,5.4,178.0,1.0,28.9,9.7,18.6,69.0,26.0,45.0,6.4,1.9,20.1
2,FivePoints,San Joaquin Valley,2020-11-01,64.16,13.5,130.0,0.8,19.4,2.6,10.3,86.0,36.0,61.0,2.9,1.9,14.2
2,FivePoints,San Joaquin Valley,2020-12-01,45.18,10.2,103.0,0.7,15.6,0.6,7.6,89.0,49.0,70.0,2.1,2.1,10.8
2,FivePoints,San Joaquin Valley,2021-01-01,50.34,87.7,105.0,0.8,16.0,2.0,8.7,90.0,50.0,71.0,3.3,2.2,10.4
2,FivePoints,San Joaquin Valley,2021-02-01,79.5,0.2,164.0,0.8,18.6,4.1,11.1,84.0,35.0,57.0,2.6,2.7,11.3
2,FivePoints,San Joaquin Valley,2021-03-01,117.21,26.8,219.0,0.7,20.1,3.8,12.0,81.0,32.0,54.0,2.3,2.6,12.5
2,FivePoints,San Joaquin Valley,2021-04-01,172.09,5.4,292.0,0.8,26.6,7.3,17.1,71.0,22.0,41.0,3.4,2.7,16.5
2,FivePoints,San Joaquin Valley,2021-05-01,234.39,0.7,337.0,0.9,30.5,11.3,21.5,61.0,20.0,34.0,4.8,3.2,19.4
2,FivePoints,San Joaquin Valley,2021-06-01,232.29,0.2,340.0,1.2,34.7,15.9,25.5,64.0,22.0,38.0,9.8,2.8,23.8
2,FivePoints,San Joaquin Valley,2021-07-01,235.75,1.7,313.0,1.3,37.8,18.7,28.5,59.0,20.0,34.0,11.0,2.3,26.3
2,FivePoints,San Joaquin Valley,2021-08-01,207.53,0.7,278.0,1.3,36.1,16.6,26.5,65.0,22.0,38.0,10.7,2.2,26.6
2,FivePoints,San Joaquin Valley,2021-09-01,164.62,0.0,237.0,1.1,33.2,14.1,23.8,66.0,21.0,38.0,8.3,2.3,24.3
2,FivePoints,San Joaquin Valley,2021-10-01,105.33,31.6,166.0,1.0,24.7,8.5,16.4,78.0,32.0,52.0,5.8,2.3,19.0
2,FivePoints,San Joaquin Valley,2021-11-01,48.74,3.2,108.0,1.1,19.3,5.1,11.8,95.0,54.0,76.0,7.6,1.8,15.9
2,FivePoints,San Joaquin Valley,2021-12-01,21.27,57.1,57.0,0.9,12.5,3.1,7.7,98.0,70.0,86.0,5.5,2.2,12.1
2,FivePoints,San Joaquin Valley,2022-01-01,44.29,6.8,109.0,0.9,16.1,1.9,8.4,98.0,53.0,79.0,4.9,1.6,11.1
2,FivePoints,San Joaquin Valley,2022-02-01,81.7,1.5,176.0,0.6,20.0,1.0,10.1,76.0,26.0,48.0,-0.6,2.1,11.0
2,FivePoints,San Joaquin Valley,2022-03-01,122.24,20.8,213.0,0.9,22.6,5.6,14.2,79.0,32.0,52.0,4.0,2.6,14.0
2,FivePoints,San Joaquin Valley,2022-04-01,167.38,3.0,266.0,0.8,24.4,7.8,16.4,72.0,27.0,44.0,3.8,3.2,18.4
2,FivePoints,San Joaquin Valley,2022-05-01,232.0,0.0,325.0,0.9,28.3,10.4,20.1,62.0,22.0,36.0,4.5,3.7,19.5
2,FivePoints,San Joaquin Valley,2022-06-01,244.99,0.0,339.0,1.1,33.4,14.7,25.0,58.0,21.0,34.0,7.6,3.3,22.8
2,FivePoints,San Joaquin Valley,2022-07-01,239.72,0.1,330.0,1.3,36.0,17.9,27.6,57.0,22.0,35.0,10.3,2.6,26.1
2,FivePoints,San Joaquin Valley,2022-08-01,215.0,0.1,272.0,1.3,37.0,18.2,27.9,61.0,21.0,35.0,10.8,2.5,26.5
2,FivePoints,San Joaquin Valley,2022-09-01,151.81,16.5,204.0,1.3,33.8,16.9,25.4,67.0,26.0,41.0,10.4,2.4,25.4
2,FivePoints,San Joaquin Valley,2022-10-01,100.3,0.1,147.0,1.0,28.9,9.9,19.1,71.0,25.0,44.0,6.4,2.0,21.2
2,FivePoints,San Joaquin Valley,2022-11-01,56.11,11.6,122.0,0.7,17.9,0.5,8.4,89.0,38.0,64.0,1.8,1.7,14.1
2,FivePoints,San Joaquin Valley,2022-12-01,18.99,68.7,58.0,1.0,11.6,3.6,7.4,99.0,77.0,91.0,6.0,1.9,13.3
2,FivePoints,San Joaquin Valley,2023-01-01,34.37,79.3,80.0,0.9,14.2,3.3,8.6,99.0,59.0,82.0,5.7,2.4,12.2
2,FivePoints,San Joaquin Valley,2023-02-01,56.05,57.1,130.0,0.7,15.6,1.0,8.1,93.0,43.0,68.0,2.2,2.2,10.8
2,FivePoints,San Joaquin Valley,2023-03-01,77.36,50.4,161.0,1.0,16.5,4.8,10.5,98.0,48.0,74.0,6.0,2.7,12.5
2,FivePoints,San Joaquin Valley,2023-04-01,155.89,0.0,258.0,0.9,24.0,6.9,15.8,80.0,31.0,50.0,5.2,2.7,16.4
2,FivePoints,San Joaquin Valley,2023-05-01,155.9,0.0,243.0,1.1,27.6,11.6,19.8,78.0,31.0,49.0,8.2,2.3,21.9
2,FivePoints,San Joaquin Valley,2023-06-01,190.74,0.0,308.0,1.2,30.0,13.6,22.2,72.0,29.0,46.0,9.7,2.0,26.2
2,FivePoints,San Joaquin Valley,2023-07-01,224.51,0.0,334.0,1.3,36.1,16.7,27.1,65.0,22.0,37.0,11.1,1.7,27.8
2,FivePoints,San Joaquin Valley,2023-08-01,188.33,0.0,292.0,1.5,34.7,16.8,26.0,78.0,26.0,44.0,12.7,1.5,27.6
2,FivePoints,San Joaquin Valley,2023-09-01,134.64,0.0,238.0,1.3,30.2,14.1,22.1,75.0,32.0,51.0,11.2,1.4,24.4
2,FivePoints,San Joaquin Valley,2023-10-01,109.66,0.0,194.0,1.1,27.2,9.4,17.8,79.0,30.0,52.0,7.6,1.8,21.3
2,FivePoints,San Joaquin Valley,2023-11-01,70.25,0.0,141.0,0.8,21.1,3.6,11.9,84.0,33.0,56.0,3.3,1.9,16.5
2,FivePoints,San Joaquin Valley,2023-12-01,41.08,44.8,93.0,0.9,17.2,3.6,9.7,94.0,54.0,76.0,5.5,1.9,13.6
2,FivePoints,San Joaquin Valley,2024-01-01,30.63,31.9,77.0,1.1,15.3,5.1,9.7,99.0,68.0,88.0,7.6,2.1,12.8
2,FivePoints,San Joaquin Valley,2024-02-01,51.9,102.1,132.0,1.1,16.7,5.5,10.8,100.0,59.0,84.0,8.2,2.1,13.5
2,FivePoints,San Joaquin Valley,2024-03-01,101.45,22.9,201.0,1.0,19.9,6.2,12.9,93.0,43.0,67.0,6.7,2.5,15.5
2,FivePoints,San Joaquin Valley,2024-04-01,143.08,16.0,246.0,1.1,24.1,7.9,16.0,88.0,36.0,58.0,7.4,2.6,17.4
2,FivePoints,San Joaquin Valley,2024-05-01,210.81,4.3,302.0,1.0,29.9,9.9,20.4,72.0,24.0,41.0,6.5,2.8,20.8
5,Shafter,San Joaquin Valley,2015-01-01,26.55,9.65,85.0,1.1,13.3,3.2,7.7,99.0,65.0,88.0,5.6,1.3,11.7
5,Shafter,San Joaquin Valley,2015-02-01,58.57,20.82,141.0,1.1,21.1,6.6,13.3,96.0,45.0,73.0,8.5,1.5,14.0
5,Shafter,San Joaquin Valley,2015-03-01,114.91,5.08,217.0,1.1,24.7,8.0,16.1,91.0,33.0,61.0,8.3,1.5,17.4
5,Shafter,San Joaquin Valley,2015-04-01,149.3,3.3,282.0,1.0,24.9,7.8,16.5,83.0,28.0,51.0,6.0,1.8,18.8
5,Shafter,San Joaquin Valley,2015-05-01,178.0,3.56,297.0,1.1,26.9,11.4,19.2,79.0,29.0,49.0,8.0,2.0,21.8
5,Shafter,San Joaquin Valley,2015-06-01,197.6,0.51,322.0,1.5,34.0,16.3,25.3,79.0,26.0,46.0,12.8,1.6,25.6
5,Shafter,San Joaquin Valley,2015-07-01,198.24,0.51,310.0,1.6,33.6,17.9,26.1,78.0,31.0,49.0,14.3,1.7,27.9
5,Shafter,San Joaquin Valley,2015-08-01,183.01,0.0,286.0,1.6,34.3,16.2,25.4,81.0,28.0,48.0,13.5,1.4,27.7
5,Shafter,San Joaquin Valley,2015-09-01,144.18,0.51,241.0,1.3,32.7,14.2,23.4,81.0,24.0,46.0,11.0,1.3,26.0
5,Shafter,San Joaquin Valley,2015-10-01,94.42,24.38,177.0,1.4,28.1,12.3,19.5,90.0,36.0,61.0,11.6,1.3,23.4
5,Shafter,San Joaquin Valley,2015-11-01,53.86,6.5,133.0,0.9,18.1,2.2,9.3,96.0,41.0,72.0,4.4,1.2,16.3
5,Shafter,San Joaquin Valley,2015-12-01,37.0,15.1,99.0,0.8,14.4,0.2,6.7,95.0,46.0,75.0,2.6,1.3,12.0
5,Shafter,San Joaquin Valley,2016-01-01,31.51,29.1,81.0,1.0,15.2,4.2,9.2,96.0,59.0,82.0,6.2,1.5,11.6
5,Shafter,San Joaquin Valley,2016-02-01,67.88,23.8,160.0,1.0,20.2,4.2,11.7,95.0,43.0,72.0,6.7,1.5,12.7
5,Shafter,San Joaquin Valley,2016-03-01,103.04,2.1,203.0,1.1,21.6,7.0,14.1,91.0,38.0,65.0,7.4,1.8,15.4
5,Shafter,San Joaquin Valley,2016-04-01,138.83,38.3,261.0,1.1,25.0,10.0,17.2,86.0,32.0,56.0,8.1,1.8,18.9
5,Shafter,San Joaquin Valley,2016-05-01,187.65,1.8,302.0,1.2,28.6,13.4,20.9,79.0,28.0,49.0,9.6,2.0,22.4
5,Shafter,San Joaquin Valley,2016-06-01,207.0,0.0,340.0,1.4,34.2,15.4,25.3,76.0,22.0,43.0,11.8,1.6,25.8
5,Shafter,San Joaquin Valley,2016-07-01,214.01,0.0,334.0,1.5,35.5,16.6,26.4,77.0,23.0,43.0,12.7,1.5,27.3
5,Shafter,San Joaquin Valley,2016-08-01,189.85,0.0,300.0,1.5,34.8,16.0,25.5,80.0,25.0,45.0,12.6,1.4,27.5
5,Shafter,San Joaquin Valley,2016-09-01,152.13,0.0,252.0,1.2,32.1,13.1,22.6,77.0,22.0,42.0,9.0,1.5,24.9
5,Shafter,San Joaquin Valley,2016-10-01,94.44,10.0,179.0,1.2,26.1,9.4,17.5,89.0,34.0,60.0,9.4,1.4,21.6
5,Shafter,San Joaquin Valley,2016-11-01,55.11,4.1,129.0,1.1,22.1,5.6,13.1,96.0,42.0,73.0,8.1,1.2,17.9
5,Shafter,San Joaquin Valley,2016-12-01,31.65,48.1,88.0,0.9,14.4,2.3,7.8,99.0,58.0,84.0,5.2,1.4,12.9
5,Shafter,San Joaquin Valley,2017-01-01,36.8,43.0,98.0,1.0,14.9,4.6,9.4,99.0,59.0,84.0,6.5,1.6,12.0
5,Shafter,San Joaquin Valley,2017-02-01,46.74,38.3,121.0,1.2,17.6,7.3,12.1,99.0,54.0,79.0,7.9,1.8,13.8
5,Shafter,San Joaquin Valley,2017-03-01,100.63,8.9,210.0,1.2,21.3,7.4,14.1,99.0,42.0,71.0,8.8,1.6,15.6
5,Shafter,San Joaquin Valley,2017-04-01,141.8,9.6,262.0,1.0,23.8,8.5,16.2,93.0,31.0,57.0,7.4,2.1,17.7
5,Shafter,San Joaquin Valley,2017-05-01,182.9,1.7,298.0,1.2,28.2,12.9,20.6,85.0,28.0,49.0,9.4,2.1,22.8
5,Shafter,San Joaquin Valley,2017-06-01,208.76,0.0,338.0,1.6,33.7,16.5,25.4,86.0,26.0,48.0,13.1,1.8,26.2
5,Shafter,San Joaquin Valley,2017-07-01,219.25,0.0,329.0,1.7,36.4,19.1,28.0,86.0,23.0,45.0,14.7,1.6,28.2
5,Shafter,San Joaquin Valley,2017-08-01,182.57,0.0,277.0,1.8,35.5,19.3,27.4,92.0,27.0,50.0,15.8,1.4,28.4
5,Shafter,San Joaquin Valley,2017-09-01,143.91,6.1,242.0,1.5,31.4,14.7,22.8,91.0,27.0,51.0,11.9,1.5,25.9
5,Shafter,San Joaquin Valley,2017-10-01,103.99,0.3,190.0,1.0,27.0,7.0,16.5,93.0,25.0,53.0,6.5,1.4,20.2
5,Shafter,San Joaquin Valley,2017-11-01,54.72,1.7,125.0,1.1,21.0,5.5,12.8,99.0,43.0,75.0,8.4,1.2,17.2
5,Shafter,San Joaquin Valley,2017-12-01,43.94,1.1,110.0,0.7,16.8,-1.2,6.6,99.0,35.0,69.0,1.1,1.2,11.8
5,Shafter,San Joaquin Valley,2018-01-01,37.65,29.7,95.0,1.0,17.0,4.8,10.2,98.0,56.0,81.0,6.9,1.4,12.2
5,Shafter,San Joaquin Valley,2018-02-01,69.78,6.0,163.0,0.8,19.1,2.3,10.2,92.0,32.0,60.0,2.7,1.6,12.1
5,Shafter,San Joaquin Valley,2018-03-01,87.84,52.2,180.0,1.1,20.4,6.7,13.3,97.0,40.0,68.0,7.3,1.8,14.4
5,Shafter,San Joaquin Valley,2018-04-01,143.53,6.1,255.0,1.1,25.4,9.6,17.4,87.0,29.0,53.0,7.4,2.0,18.5
5,Shafter,San Joaquin Valley,2018-05-01,190.58,0.0,309.0,1.2,28.4,12.6,20.6,80.0,29.0,50.0,9.6,2.1,21.9
5,Shafter,San Joaquin Valley,2018-06-01,214.45,0.0,354.0,1.4,33.4,15.6,24.8,75.0,26.0,44.0,11.7,2.0,25.3
5,Shafter,San Joaquin Valley,2018-07-01,221.43,0.0,318.0,1.8,37.5,20.9,29.2,75.0,26.0,45.0,16.1,1.7,28.1
5,Shafter,San Joaquin Valley,2018-08-01,197.48,0.0,301.0,1.5,35.5,17.8,26.7,76.0,25.0,45.0,13.6,1.6,27.2
5,Shafter,San Joaquin Valley,2018-09-01,154.88,0.0,271.0,1.3,33.0,14.1,23.4,79.0,25.0,47.0,11.2,1.5,24.9
5,Shafter,San Joaquin Valley,2018-10-01,106.38,0.0,203.0,1.2,26.9,9.7,17.7,85.0,32.0,56.0,8.8,1.5,21.0
5,Shafter,San Joaquin Valley,2018-11-01,58.34,15.2,132.0,0.9,20.9,4.1,11.7,91.0,38.0,65.0,5.2,1.3,15.8
5,Shafter,San Joaquin Valley,2018-12-01,33.49,10.4,89.0,0.9,14.6,3.7,8.8,98.0,61.0,83.0,5.9,1.4,12.5
5,Shafter,San Joaquin Valley,2019-01-01,49.1,35.3,114.0,1.0,17.2,4.5,10.5,96.0,51.0,77.0,6.4,1.9,11.5
5,Shafter,San Joaquin Valley,2019-02-01,55.66,23.9,144.0,0.9,15.2,3.7,9.3,95.0,48.0,73.0,4.6,2.1,11.3
5,Shafter,San Joaquin Valley,2019-03-01,101.42,48.8,215.0,1.1,20.2,6.9,13.3,94.0,43.0,69.0,7.5,1.9,13.9
5,Shafter,San Joaquin Valley,2019-04-01,160.51,1.5,284.0,1.2,27.1,10.9,19.1,85.0,33.0,56.0,9.8,2.3,18.3
5,Shafter,San Joaquin Valley,2019-05-01,166.39,56.8,287.0,1.3,25.9,12.5,18.9,86.0,39.0,60.0,10.7,2.4,21.1
5,Shafter,San Joaquin Valley,2019-06-01,218.68,0.0,351.0,1.6,33.9,16.9,25.5,76.0,27.0,47.0,13.4,2.1,25.9
5,Shafter,San Joaquin Valley,2019-07-01,222.49,0.0,338.0,1.6,36.1,18.4,27.5,73.0,23.0,42.0,13.5,1.9,27.7
5,Shafter,San Joaquin Valley,2019-08-01,212.52,0.0,309.0,1.6,36.7,18.8,27.7,73.0,24.0,43.0,14.0,1.9,27.5
5,Shafter,San Joaquin Valley,2019-09-01,161.02,0.0,260.0,1.3,32.2,14.7,23.2,74.0,23.0,45.0,10.3,1.9,25.1
5,Shafter,San Joaquin Valley,2019-10-01,114.24,0.0,208.0,0.9,26.1,7.0,16.0,77.0,22.0,47.0,4.5,1.6,19.5
5,Shafter,San Joaquin Valley,2019-11-01,65.81,16.3,142.0,0.9,21.5,4.6,12.3,86.0,36.0,61.0,4.7,1.5,15.3
5,Shafter,San Joaquin Valley,2019-12-01,41.64,46.7,93.0,1.0,16.2,4.8,10.2,97.0,55.0,78.0,6.1,1.8,12.3
5,Shafter,San Joaquin Valley,2020-01-01,39.05,2.2,108.0,0.9,14.5,3.0,8.1,100.0,64.0,87.0,6.0,1.5,10.5
5,Shafter,San Joaquin Valley,2020-02-01,83.95,0.3,186.0,0.9,22.0,3.7,12.7,90.0,30.0,58.0,4.3,1.7,11.6
5,Shafter,San Joaquin Valley,2020-03-01,98.57,48.2,209.0,1.0,19.6,6.8,12.9,92.0,42.0,67.0,6.8,2.1,15.0
5,Shafter,San Joaquin Valley,2020-04-01,137.56,68.3,268.0,1.3,23.9,11.4,17.4,91.0,42.0,65.0,10.5,2.1,17.6
5,Shafter,San Joaquin Valley,2020-05-01,205.03,0.6,333.0,1.2,30.4,13.3,21.8,77.0,26.0,46.0,9.6,2.2,22.7
5,Shafter,San Joaquin Valley,2020-06-01,220.14,0.0,344.0,1.5,34.8,16.7,26.1,73.0,24.0,44.0,12.9,2.2,25.0
5,Shafter,San Joaquin Valley,2020-07-01,238.22,0.0,351.0,1.5,38.3,18.2,28.2,71.0,19.0,39.0,13.0,2.1,26.6
