Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (mm),Total Precip (mm),Avg Sol Rad (W/sq.m),Avg Vap Pres (kPa),Avg Max Air Temp (C),Avg Min Air Temp (C),Avg Air Temp (C),Avg Max Rel Hum (%),Avg Min Rel Hum (%),Avg Rel Hum (%),Avg Dew Point (C),Avg Wind Speed (m/s),Avg Soil Temp (C)
206,Denair II,San Joaquin Valley,2018-04-01,129.78,49.5,247.0,1.1,22.3,7.1,14.8,89.0,40.0,63.0,7.7,2.3,14.7
206,Denair II,San Joaquin Valley,2018-05-01,179.42,4.4,314.0,1.2,26.6,10.5,18.3,87.0,37.0,58.0,9.7,2.5,18.5
206,Denair II,San Joaquin Valley,2018-06-01,215.97,0.0,364.0,1.4,31.8,13.0,22.4,83.0,29.0,51.0,11.6,2.5,21.6
206,Denair II,San Joaquin Valley,2018-07-01,227.01,0.0,334.0,1.6,34.8,16.9,25.7,76.0,30.0,49.0,13.9,2.5,16.7
206,Denair II,San Joaquin Valley,2018-08-01,188.74,0.0,299.0,1.6,32.3,14.6,23.0,86.0,34.0,56.0,13.6,2.2,16.7
206,Denair II,San Joaquin Valley,2018-09-01,147.01,0.0,261.0,1.3,30.6,12.0,20.9,86.0,30.0,54.0,11.1,2.0,22.7
206,Denair II,San Joaquin Valley,2018-10-01,99.56,0.8,184.0,1.2,26.0,9.5,17.1,91.0,35.0,60.0,9.2,1.8,19.2
206,Denair II,San Joaquin Valley,2018-11-01,49.41,31.2,113.0,1.0,19.7,4.4,11.2,94.0,45.0,71.0,5.9,1.6,14.2
206,Denair II,San Joaquin Valley,2018-12-01,32.97,52.6,92.0,1.0,14.7,4.3,9.0,100.0,66.0,88.0,6.4,1.9,11.3
206,Denair II,San Joaquin Valley,2019-01-01,36.79,50.7,98.0,1.0,15.5,4.9,9.8,90.0,57.0,91.0,7.6,2.1,10.5
206,Denair II,San Joaquin Valley,2019-02-01,40.78,93.9,130.0,1.0,13.9,3.9,8.6,100.0,68.0,91.0,7.2,2.9,9.9
206,Denair II,San Joaquin Valley,2019-03-01,82.0,71.7,198.0,1.2,18.6,5.7,12.0,99.0,61.0,87.0,9.7,2.2,12.8
206,Denair II,San Joaquin Valley,2019-04-01,132.08,4.9,269.0,1.5,24.4,9.1,16.7,100.0,48.0,79.0,12.3,2.2,17.1
206,Denair II,San Joaquin Valley,2019-05-01,145.68,55.0,295.0,1.6,23.9,10.6,16.9,99.0,58.0,80.0,13.1,2.3,20.7
206,Denair II,San Joaquin Valley,2019-06-01,211.06,0.0,350.0,1.5,31.7,14.8,23.3,80.0,32.0,52.0,12.7,2.6,25.1
206,Denair II,San Joaquin Valley,2019-07-01,215.61,0.0,340.0,1.6,33.2,15.4,24.2,83.0,31.0,52.0,13.6,2.3,27.0
206,Denair II,San Joaquin Valley,2019-08-01,195.86,0.0,311.0,1.7,33.5,16.2,24.6,85.0,33.0,55.0,14.7,2.2,27.1
206,Denair II,San Joaquin Valley,2019-09-01,143.05,4.4,254.0,1.4,29.5,13.0,20.9,89.0,34.0,58.0,12.1,2.0,24.0
206,Denair II,San Joaquin Valley,2019-10-01,103.35,0.0,194.0,0.9,25.0,6.5,15.2,87.0,28.0,53.0,5.5,1.8,18.7
206,Denair II,San Joaquin Valley,2019-11-01,57.82,14.5,128.0,0.9,20.4,3.8,11.4,95.0,41.0,70.0,5.8,1.6,14.8
206,Denair II,San Joaquin Valley,2019-12-01,27.9,92.6,79.0,1.1,14.4,5.7,9.8,99.0,71.0,91.0,8.3,2.0,11.8
206,Denair II,San Joaquin Valley,2020-01-01,32.55,15.6,98.0,1.1,13.9,3.9,8.6,100.0,76.0,95.0,7.8,1.8,10.1
206,Denair II,San Joaquin Valley,2020-02-01,76.64,0.3,184.0,0.9,19.4,2.5,10.6,97.0,35.0,67.0,4.4,2.0,10.1
206,Denair II,San Joaquin Valley,2020-03-01,81.35,57.6,193.0,1.1,18.3,5.3,11.4,99.0,54.0,82.0,8.2,2.0,12.2
206,Denair II,San Joaquin Valley,2020-04-01,130.34,34.8,269.0,1.3,22.6,7.9,15.3,99.0,49.0,75.0,10.6,2.4,14.3
206,Denair II,San Joaquin Valley,2020-05-01,184.21,5.2,319.0,1.4,27.9,11.2,19.6,94.0,35.0,59.0,11.1,2.4,19.3
206,Denair II,San Joaquin Valley,2020-06-01,211.7,2.2,355.0,1.5,31.5,14.0,22.9,86.0,30.0,52.0,12.3,2.6,23.2
206,Denair II,San Joaquin Valley,2020-07-01,216.64,0.0,347.0,1.5,33.3,14.9,24.0,84.0,31.0,52.0,13.4,2.4,25.9
206,Denair II,San Joaquin Valley,2020-08-01,178.76,0.0,277.0,1.8,34.0,16.8,25.0,89.0,33.0,55.0,14.7,2.1,26.6
206,Denair II,San Joaquin Valley,2020-09-01,128.9,0.0,213.0,1.6,31.8,14.1,22.4,94.0,34.0,61.0,14.0,1.9,24.4
206,Denair II,San Joaquin Valley,2020-10-01,96.44,0.1,175.0,1.3,28.1,9.7,18.1,97.0,29.0,61.0,10.0,1.6,20.8
206,Denair II,San Joaquin Valley,2020-11-01,52.54,4.5,127.0,0.9,18.8,2.4,10.0,100.0,41.0,75.0,5.6,1.7,14.8
206,Denair II,San Joaquin Valley,2020-12-01,30.37,36.8,88.0,0.9,14.2,2.1,7.6,100.0,67.0,88.0,5.6,1.7,11.3
206,Denair II,San Joaquin Valley,2021-01-01,38.49,10.7,104.0,1.0,15.5,3.0,8.9,98.0,71.0,90.0,6.9,1.9,10.5
206,Denair II,San Joaquin Valley,2021-02-01,62.9,12.1,166.0,1.0,17.4,3.3,10.1,100.0,51.0,80.0,6.6,2.3,10.8
206,Denair II,San Joaquin Valley,2021-03-01,99.64,20.1,226.0,0.9,18.7,2.4,10.7,99.0,43.0,74.0,5.9,2.2,11.3
206,Denair II,San Joaquin Valley,2021-04-01,154.09,0.0,308.0,1.1,24.8,6.5,15.5,98.0,31.0,61.0,7.7,2.5,15.2
206,Denair II,San Joaquin Valley,2021-05-01,208.78,0.0,343.0,1.1,28.3,10.1,19.5,91.0,28.0,50.0,8.7,2.8,19.6
206,Denair II,San Joaquin Valley,2021-06-01,219.53,0.0,358.0,1.5,32.1,14.6,23.5,86.0,30.0,51.0,12.5,2.9,23.8
206,Denair II,San Joaquin Valley,2021-07-01,229.67,0.0,335.0,1.5,35.1,16.9,26.0,77.0,28.0,46.0,13.3,2.6,26.7
206,Denair II,San Joaquin Valley,2021-08-01,188.58,0.0,288.0,1.6,33.0,15.4,24.0,90.0,32.0,55.0,14.0,2.3,26.2
206,Denair II,San Joaquin Valley,2021-09-01,153.44,0.0,245.0,1.4,31.8,13.3,22.2,88.0,27.0,51.0,11.3,2.3,24.3
206,Denair II,San Joaquin Valley,2021-10-01,92.0,52.3,166.0,1.2,23.7,9.2,16.1,94.0,41.0,64.0,8.6,2.2,19.8
206,Denair II,San Joaquin Valley,2021-11-01,38.33,14.8,113.0,1.4,18.3,6.5,11.9,100.0,80.0,97.0,11.2,1.6,16.0
206,Denair II,San Joaquin Valley,2021-12-01,19.53,113.4,67.0,1.0,12.3,3.8,7.7,99.0,83.0,95.0,7.0,2.3,12.3
206,Denair II,San Joaquin Valley,2022-01-01,42.22,3.3,118.0,0.9,17.2,1.1,7.9,100.0,57.0,84.0,5.4,1.4,10.7
206,Denair II,San Joaquin Valley,2022-02-01,68.45,1.1,179.0,0.8,19.1,0.4,9.3,95.0,36.0,64.0,2.8,1.7,10.7
206,Denair II,San Joaquin Valley,2022-03-01,111.43,16.6,224.0,0.9,22.1,4.7,13.2,92.0,35.0,61.0,5.7,2.3,13.3
206,Denair II,San Joaquin Valley,2022-04-01,151.3,4.9,288.0,1.0,23.0,7.0,15.1,87.0,34.0,56.0,6.1,2.8,16.2
206,Denair II,San Joaquin Valley,2022-05-01,204.07,0.0,340.0,1.1,26.7,9.8,18.4,81.0,31.0,51.0,8.0,3.1,19.8
206,Denair II,San Joaquin Valley,2022-06-01,217.0,0.0,340.0,1.3,32.4,13.9,23.3,78.0,28.0,46.0,10.9,2.8,23.7
206,Denair II,San Joaquin Valley,2022-07-01,225.51,0.0,341.0,1.5,33.4,15.4,24.4,79.0,32.0,50.0,13.1,2.8,25.9
206,Denair II,San Joaquin Valley,2022-08-01,198.06,0.1,298.0,1.6,33.9,16.0,24.7,80.0,32.0,52.0,14.0,2.5,26.4
206,Denair II,San Joaquin Valley,2022-09-01,150.57,2.6,238.0,1.5,32.1,15.5,23.4,79.0,32.0,53.0,12.6,2.2,25.3
206,Denair II,San Joaquin Valley,2022-10-01,105.29,0.1,195.0,1.3,27.2,9.5,17.7,89.0,35.0,60.0,9.9,1.9,21.1
206,Denair II,San Joaquin Valley,2022-11-01,49.27,30.9,131.0,0.8,16.7,2.0,8.5,97.0,46.0,75.0,4.3,1.6,14.0
206,Denair II,San Joaquin Valley,2022-12-01,21.83,147.3,72.0,0.9,11.7,3.3,7.2,99.0,75.0,91.0,5.8,2.2,10.8
206,Denair II,San Joaquin Valley,2023-01-01,39.6,130.0,101.0,0.9,13.9,4.0,8.7,98.0,62.0,82.0,5.7,2.9,10.0
206,Denair II,San Joaquin Valley,2023-02-01,52.9,63.0,144.0,0.8,14.6,1.6,7.8,96.0,51.0,75.0,3.5,2.5,8.7
206,Denair II,San Joaquin Valley,2023-03-01,75.79,100.2,179.0,1.0,15.6,4.8,10.0,97.0,57.0,79.0,6.4,3.0,10.2
206,Denair II,San Joaquin Valley,2023-04-01,145.82,0.7,297.0,1.1,22.4,6.4,14.3,93.0,41.0,65.0,7.8,2.5,12.4
206,Denair II,San Joaquin Valley,2023-05-01,166.53,16.6,306.0,1.3,26.3,10.1,17.9,93.0,43.0,65.0,11.1,2.2,16.5
206,Denair II,San Joaquin Valley,2023-06-01,190.54,0.0,331.0,1.5,29.4,12.5,20.8,87.0,37.0,59.0,12.3,2.5,20.5
206,Denair II,San Joaquin Valley,2023-07-01,221.27,0.0,344.0,1.6,35.0,15.6,25.2,82.0,30.0,51.0,13.7,2.2,23.9
206,Denair II,San Joaquin Valley,2023-08-01,186.58,1.0,292.0,1.8,33.8,16.4,24.6,85.0,34.0,57.0,15.4,2.3,25.0
206,Denair II,San Joaquin Valley,2023-09-01,133.23,1.2,241.0,1.5,28.9,13.6,20.7,88.0,40.0,62.0,13.2,2.3,22.9
206,Denair II,San Joaquin Valley,2023-10-01,97.36,9.7,184.0,1.3,26.3,9.8,17.4,92.0,38.0,65.0,10.6,1.9,19.9
206,Denair II,San Joaquin Valley,2023-11-01,56.64,13.3,132.0,1.0,20.0,3.8,11.3,95.0,43.0,70.0,6.0,1.6,14.6
206,Denair II,San Joaquin Valley,2023-12-01,35.11,45.4,93.0,1.0,16.5,4.0,9.7,98.0,60.0,83.0,6.9,1.7,12.0
206,Denair II,San Joaquin Valley,2024-01-01,31.2,101.3,87.0,1.1,14.3,5.8,9.8,99.0,71.0,88.0,7.9,2.2,11.8
206,Denair II,San Joaquin Valley,2024-02-01,50.06,91.9,135.0,1.1,16.4,4.9,10.3,99.0,63.0,85.0,8.0,2.2,12.0
206,Denair II,San Joaquin Valley,2024-03-01,92.07,59.0,208.0,1.1,18.7,5.0,11.8,97.0,55.0,77.0,7.9,2.1,12.5
206,Denair II,San Joaquin Valley,2024-04-01,126.61,42.6,268.0,1.2,22.2,7.1,14.4,97.0,51.0,75.0,9.9,2.1,13.9
206,Denair II,San Joaquin Valley,2024-05-01,188.64,20.7,335.0,1.3,27.2,9.9,18.6,89.0,38.0,59.0,10.3,2.3,17.4
207,Borrego Springs,Imperial/Coachella Valley,2015-01-01,55.68,0.0,132.0,0.9,21.6,5.2,12.7,85.0,30.0,57.0,3.8,0.8,10.4
207,Borrego Springs,Imperial/Coachella Valley,2015-02-01,89.69,0.0,187.0,0.8,26.2,7.6,16.9,75.0,22.0,43.0,4.0,1.2,13.8
207,Borrego Springs,Imperial/Coachella Valley,2015-03-01,148.49,0.0,242.0,0.8,28.7,10.2,20.3,65.0,18.0,34.0,3.0,1.4,16.7
207,Borrego Springs,Imperial/Coachella Valley,2015-04-01,183.98,0.0,309.0,0.7,28.7,10.8,21.1,54.0,16.0,29.0,1.7,1.9,18.9
207,Borrego Springs,Imperial/Coachella Valley,2015-05-01,202.01,0.0,321.0,1.0,30.0,14.1,22.7,62.0,23.0,36.0,6.2,2.0,22.2
207,Borrego Springs,Imperial/Coachella Valley,2015-06-01,216.34,0.0,320.0,1.2,39.0,19.7,30.8,53.0,14.0,26.0,8.1,1.9,26.9
207,Borrego Springs,Imperial/Coachella Valley,2015-07-01,222.63,0.0,322.0,1.5,38.2,21.1,30.7,62.0,19.0,33.0,12.0,1.8,27.5
207,Borrego Springs,Imperial/Coachella Valley,2015-08-01,221.25,0.0,297.0,1.3,41.3,22.5,33.2,50.0,14.0,25.0,10.3,1.6,28.1
207,Borrego Springs,Imperial/Coachella Valley,2015-09-01,166.07,0.0,249.0,1.5,37.4,21.1,29.8,58.0,21.0,35.0,11.9,1.5,28.3
207,Borrego Springs,Imperial/Coachella Valley,2015-10-01,131.05,0.0,217.0,1.2,32.1,16.9,24.6,63.0,22.0,39.0,9.1,1.5,21.5
207,Borrego Springs,Imperial/Coachella Valley,2015-11-01,85.18,0.0,179.0,0.6,23.1,4.8,14.1,60.0,18.0,35.0,-1.8,1.5,12.5
207,Borrego Springs,Imperial/Coachella Valley,2015-12-01,61.52,0.0,148.0,0.5,19.9,2.4,11.2,64.0,20.0,38.0,-3.3,1.4,9.5
207,Borrego Springs,Imperial/Coachella Valley,2016-01-01,62.39,0.0,147.0,0.8,19.8,4.4,11.8,86.0,30.0,56.0,2.8,1.2,9.8
207,Borrego Springs,Imperial/Coachella Valley,2016-02-01,105.64,0.0,224.0,0.6,26.5,5.2,16.0,70.0,14.0,32.0,-0.8,1.2,13.2
207,Borrego Springs,Imperial/Coachella Valley,2016-03-01,160.97,0.0,277.0,0.7,27.3,9.0,18.9,65.0,17.0,33.0,1.9,1.8,17.3
207,Borrego Springs,Imperial/Coachella Valley,2016-04-01,188.41,0.0,321.0,0.8,29.2,11.6,21.4,60.0,17.0,32.0,2.8,1.9,19.7
207,Borrego Springs,Imperial/Coachella Valley,2016-05-01,227.06,0.0,371.0,1.0,31.0,14.1,23.4,61.0,19.0,34.0,6.5,1.9,22.8
207,Borrego Springs,Imperial/Coachella Valley,2016-06-01,248.65,0.0,380.0,1.1,40.2,21.1,31.6,48.0,14.0,25.0,8.2,1.8,29.1
207,Borrego Springs,Imperial/Coachella Valley,2016-07-01,258.49,0.0,370.0,1.2,42.0,23.1,33.4,45.0,13.0,24.0,9.1,1.8,30.1
207,Borrego Springs,Imperial/Coachella Valley,2016-08-01,226.78,0.0,297.0,1.3,40.7,22.9,32.7,48.0,14.0,26.0,10.1,1.7,29.7
207,Borrego Springs,Imperial/Coachella Valley,2016-09-01,165.0,0.0,250.0,1.1,35.2,17.4,26.8,59.0,16.0,32.0,7.4,1.5,23.6
207,Borrego Springs,Imperial/Coachella Valley,2016-10-01,131.44,0.0,228.0,0.9,33.0,13.6,23.5,62.0,15.0,32.0,5.4,1.5,19.9
207,Borrego Springs,Imperial/Coachella Valley,2016-11-01,85.37,6.6,216.0,1.1,23.0,8.5,15.3,89.0,38.0,62.0,7.5,1.8,16.7
207,Borrego Springs,Imperial/Coachella Valley,2016-12-01,50.72,0.0,129.0,0.8,19.9,4.6,12.0,78.0,31.0,53.0,1.8,1.2,9.8
207,Borrego Springs,Imperial/Coachella Valley,2017-01-01,58.84,0.0,144.0,0.9,18.4,5.7,11.8,90.0,37.0,62.0,4.5,1.4,10.0
207,Borrego Springs,Imperial/Coachella Valley,2017-02-01,84.2,0.0,195.0,1.0,22.1,7.7,15.0,88.0,34.0,57.0,6.2,1.5,13.3
207,Borrego Springs,Imperial/Coachella Valley,2017-03-01,159.81,0.0,286.0,0.8,28.0,9.1,19.0,73.0,17.0,37.0,3.8,1.7,16.8
207,Borrego Springs,Imperial/Coachella Valley,2017-04-01,206.93,0.0,339.0,0.7,31.1,12.2,22.8,54.0,12.0,26.0,1.6,2.0,21.4
207,Borrego Springs,Imperial/Coachella Valley,2017-05-01,231.23,0.0,385.0,0.9,33.6,14.1,25.2,63.0,16.0,28.0,4.9,1.8,22.2
207,Borrego Springs,Imperial/Coachella Valley,2017-06-01,259.55,0.0,402.0,1.0,41.4,19.6,31.9,49.0,9.0,22.0,6.5,1.8,26.8
207,Borrego Springs,Imperial/Coachella Valley,2017-07-01,246.33,0.0,346.0,1.7,42.7,25.2,35.0,54.0,17.0,29.0,14.0,1.7,29.9
207,Borrego Springs,Imperial/Coachella Valley,2017-08-01,238.85,0.0,335.0,1.4,41.9,23.6,33.8,51.0,14.0,26.0,11.3,1.7,27.3
207,Borrego Springs,Imperial/Coachella Valley,2017-09-01,177.5,0.0,276.0,1.4,36.3,18.8,28.1,61.0,19.0,34.0,10.2,1.7,23.9
207,Borrego Springs,Imperial/Coachella Valley,2017-10-01,136.12,0.0,238.0,0.7,34.2,12.4,23.4,51.0,12.0,25.0,1.5,1.3,18.4
207,Borrego Springs,Imperial/Coachella Valley,2017-11-01,80.5,0.0,156.0,0.9,28.5,9.2,18.6,68.0,20.0,39.0,4.1,1.1,15.5
207,Borrego Springs,Imperial/Coachella Valley,2017-12-01,62.58,0.0,147.0,0.4,24.1,2.9,12.7,49.0,11.0,25.0,-7.2,1.0,9.4
207,Borrego Springs,Imperial/Coachella Valley,2018-01-01,70.42,0.0,157.0,0.7,23.8,5.6,14.3,68.0,19.0,40.0,0.1,1.1,11.1
207,Borrego Springs,Imperial/Coachella Valley,2018-02-01,87.3,0.0,197.0,0.6,22.2,4.5,13.9,64.0,20.0,35.0,-1.7,1.5,11.3
207,Borrego Springs,Imperial/Coachella Valley,2018-03-01,136.92,0.0,228.0,0.7,24.7,9.1,17.5,60.0,21.0,36.0,1.3,1.8,14.1
207,Borrego Springs,Imperial/Coachella Valley,2018-04-01,194.51,0.0,312.0,0.7,31.1,11.8,22.6,50.0,14.0,26.0,1.6,2.0,18.5
207,Borrego Springs,Imperial/Coachella Valley,2018-05-01,219.36,1.8,344.0,0.9,32.7,14.1,24.5,58.0,17.0,31.0,5.7,1.9,21.1
207,Borrego Springs,Imperial/Coachella Valley,2018-06-01,231.73,0.0,358.0,1.0,39.2,17.5,29.8,52.0,11.0,23.0,6.0,1.7,24.4
207,Borrego Springs,Imperial/Coachella Valley,2018-07-01,181.8,0.0,291.0,1.6,40.4,23.2,32.8,44.0,22.0,31.0,12.7,1.6,26.9
207,Borrego Springs,Imperial/Coachella Valley,2018-08-01,194.92,0.0,293.0,1.7,40.1,23.3,32.8,56.0,22.0,34.0,14.2,1.4,28.2
207,Borrego Springs,Imperial/Coachella Valley,2018-09-01,164.09,0.0,260.0,1.2,39.0,19.2,30.1,51.0,15.0,27.0,8.2,0.8,24.5
207,Borrego Springs,Imperial/Coachella Valley,2018-10-01,107.33,0.0,196.0,1.1,29.6,13.0,21.8,71.0,23.0,39.0,6.6,0.8,19.1
207,Borrego Springs,Imperial/Coachella Valley,2018-11-01,74.9,13.9,152.0,0.6,25.1,6.3,15.6,61.0,19.0,34.0,-0.9,0.7,13.4
207,Borrego Springs,Imperial/Coachella Valley,2018-12-01,42.59,41.7,119.0,0.8,19.9,4.6,11.6,81.0,30.0,55.0,2.5,0.6,9.7
207,Borrego Springs,Imperial/Coachella Valley,2019-01-01,50.3,255.6,132.0,0.8,19.4,4.7,11.4,86.0,35.0,61.0,3.5,0.6,9.0
207,Borrego Springs,Imperial/Coachella Valley,2019-02-01,60.52,6.7,168.0,0.8,17.2,4.0,10.8,84.0,35.0,57.0,2.5,0.8,9.9
207,Borrego Springs,Imperial/Coachella Valley,2019-03-01,119.07,125.2,240.0,0.8,23.9,7.4,16.3,74.0,24.0,43.0,3.5,0.9,14.4
207,Borrego Springs,Imperial/Coachella Valley,2019-04-01,166.58,66.6,304.0,0.8,30.2,12.0,22.0,57.0,17.0,31.0,3.9,1.0,19.3
207,Borrego Springs,Imperial/Coachella Valley,2019-05-01,174.25,15.7,316.0,1.0,28.7,12.8,21.5,62.0,23.0,38.0,6.1,1.1,20.7
207,Borrego Springs,Imperial/Coachella Valley,2019-06-01,193.83,0.5,345.0,1.1,37.8,18.0,29.1,53.0,14.0,28.0,8.1,0.9,25.7
207,Borrego Springs,Imperial/Coachella Valley,2019-07-01,208.19,4.1,324.0,1.3,40.8,20.5,31.8,52.0,14.0,27.0,9.8,0.9,26.9
207,Borrego Springs,Imperial/Coachella Valley,2019-08-01,194.57,1.0,299.0,1.2,41.7,21.0,32.4,48.0,13.0,25.0,8.9,0.8,27.3
207,Borrego Springs,Imperial/Coachella Valley,2019-09-01,155.02,0.0,253.0,1.2,36.3,18.0,27.7,58.0,17.0,31.0,8.2,0.9,24.1
207,Borrego Springs,Imperial/Coachella Valley,2019-10-01,117.31,0.0,219.0,0.6,30.4,9.4,20.3,49.0,11.0,24.0,-1.3,0.8,16.4
207,Borrego Springs,Imperial/Coachella Valley,2019-11-01,75.14,0.0,160.0,0.6,28.3,8.0,17.6,52.0,15.0,30.0,-1.7,0.6,12.9
207,Borrego Springs,Imperial/Coachella Valley,2019-12-01,54.43,6.6,216.0,1.1,23.0,8.5,15.3,89.0,38.0,62.0,7.5,1.8,16.7
207,Borrego Springs,Imperial/Coachella Valley,2020-01-01,60.62,6.6,216.0,1.1,23.0,8.5,15.3,89.0,38.0,62.0,7.5,1.8,16.7
207,Borrego Springs,Imperial/Coachella Valley,2020-02-01,92.57,0.0,224.0,0.4,25.2,5.5,15.8,45.0,11.0,23.0,-5.0,0.8,11.8
207,Borrego Springs,Imperial/Coachella Valley,2020-03-01,108.81,0.0,227.0,0.9,21.5,8.3,15.4,77.0,32.0,46.0,3.6,0.9,14.3
207,Borrego Springs,Imperial/Coachella Valley,2020-04-01,151.26,0.0,284.0,1.0,28.4,11.9,20.6,74.0,25.0,42.0,6.4,0.9,19.1
207,Borrego Springs,Imperial/Coachella Valley,2020-05-01,208.24,0.0,352.0,0.9,35.2,16.1,26.8,54.0,13.0,27.0,6.0,1.0,23.4
207,Borrego Springs,Imperial/Coachella Valley,2020-06-01,203.07,0.0,349.0,1.0,37.4,17.7,28.7,51.0,12.0,25.0,6.3,0.9,24.7
207,Borrego Springs,Imperial/Coachella Valley,2020-07-01,219.98,0.0,341.0,1.0,41.9,20.4,32.4,45.0,10.0,21.0,6.7,0.9,26.5
207,Borrego Springs,Imperial/Coachella Valley,2020-08-01,197.93,0.0,287.0,1.4,42.4,23.2,33.7,51.0,14.0,26.0,10.9,0.9,27.6
207,Borrego Springs,Imperial/Coachella Valley,2020-09-01,168.8,0.0,263.0,1.0,40.8,19.1,30.9,50.0,11.0,23.0,7.1,0.7,25.0
207,Borrego Springs,Imperial/Coachella Valley,2020-10-01,122.02,0.0,205.0,0.8,34.4,13.7,23.9,45.0,13.0,25.0,2.1,0.7,19.6
207,Borrego Springs,Imperial/Coachella Valley,2020-11-01,74.61,0.0,155.0,0.6,25.6,7.2,15.9,59.0,16.0,34.0,-0.3,0.7,12.7
207,Borrego Springs,Imperial/Coachella Valley,2020-12-01,51.7,0.0,130.0,0.5,21.2,2.1,11.0,61.0,16.0,34.0,-4.8,0.7,7.5
207,Borrego Springs,Imperial/Coachella Valley,2021-01-01,58.28,0.0,139.0,0.6,20.6,3.0,11.5,68.0,24.0,43.0,-1.3,0.7,8.2
207,Borrego Springs,Imperial/Coachella Valley,2021-02-01,81.08,0.0,193.0,0.5,23.1,5.3,14.4,56.0,17.0,32.0,-2.6,0.8,10.7
207,Borrego Springs,Imperial/Coachella Valley,2021-03-01,123.31,0.0,251.0,0.6,23.4,6.0,15.2,61.0,19.0,36.0,-0.8,1.0,12.4
207,Borrego Springs,Imperial/Coachella Valley,2021-04-01,167.52,0.0,301.0,0.7,31.2,11.4,22.3,45.0,13.0,25.0,0.2,1.0,17.8
207,Borrego Springs,Imperial/Coachella Valley,2021-05-01,200.34,0.0,340.0,0.8,33.9,14.1,25.0,48.0,13.0,26.0,3.6,1.0,22.0
207,Borrego Springs,Imperial/Coachella Valley,2021-06-01,204.58,0.0,325.0,1.0,40.8,20.4,31.9,44.0,11.0,22.0,6.9,0.9,25.9
207,Borrego Springs,Imperial/Coachella Valley,2021-07-01,202.17,0.0,290.0,1.7,41.3,24.9,34.0,53.0,20.0,32.0,14.2,0.9,28.8
207,Borrego Springs,Imperial/Coachella Valley,2021-08-01,188.55,0.0,231.0,1.6,40.0,22.5,32.1,59.0,19.0,33.0,12.9,0.8,27.6
207,Borrego Springs,Imperial/Coachella Valley,2021-09-01,161.06,0.0,230.0,1.2,38.1,20.3,29.9,49.0,16.0,28.0,8.0,0.9,25.7
207,Borrego Springs,Imperial/Coachella Valley,2021-10-01,104.42,0.0,182.0,0.8,29.2,11.3,20.6,53.0,18.0,32.0,2.5,0.8,18.0
207,Borrego Springs,Imperial/Coachella Valley,2021-11-01,77.99,0.0,150.0,0.6,28.7,8.4,18.0,54.0,14.0,29.0,-0.5,0.7,14.2
207,Borrego Springs,Imperial/Coachella Valley,2021-12-01,46.71,0.0,108.0,0.6,21.4,4.1,12.3,72.0,24.0,44.0,-0.1,0.7,9.8
207,Borrego Springs,Imperial/Coachella Valley,2022-01-01,60.04,6.6,216.0,1.1,23.0,8.5,15.3,89.0,38.0,62.0,7.5,1.8,16.7
207,Borrego Springs,Imperial/Coachella Valley,2022-02-01,87.41,6.6,216.0,1.1,23.0,8.5,15.3,89.0,38.0,62.0,7.5,1.8,16.7
207,Borrego Springs,Imperial/Coachella Valley,2022-03-01,135.42,0.0,261.0,0.7,28.6,11.5,20.6,54.0,15.0,29.0,1.2,1.0,15.4
207,Borrego Springs,Imperial/Coachella Valley,2022-04-01,168.57,0.0,294.0,0.7,30.2,11.3,21.6,53.0,14.0,27.0,1.2,1.1,18.2
207,Borrego Springs,Imperial/Coachella Valley,2022-05-01,188.42,0.0,255.0,0.8,32.5,15.3,25.1,50.0,14.0,26.0,3.4,1.1,21.8
207,Borrego Springs,Imperial/Coachella Valley,2022-06-01,195.94,4.6,286.0,1.1,37.8,21.1,30.7,48.0,12.0,25.0,7.3,1.0,25.7
207,Borrego Springs,Imperial/Coachella Valley,2022-07-01,191.18,8.6,256.0,1.4,40.4,23.4,33.3,49.0,17.0,27.0,11.1,0.8,27.7
207,Borrego Springs,Imperial/Coachella Valley,2022-08-01,133.67,0.0,237.0,1.8,39.9,25.9,33.6,59.0,24.0,35.0,15.8,0.9,28.7
207,Borrego Springs,Imperial/Coachella Valley,2022-09-01,0.0,608.0,37.0,1.6,33.1,24.3,27.9,89.0,38.0,43.0,13.4,0.6,28.1
207,Borrego Springs,Imperial/Coachella Valley,2022-10-01,72.84,92.4,32.0,1.3,23.7,16.5,19.6,75.0,24.0,55.0,10.0,0.5,20.7
207,Borrego Springs,Imperial/Coachella Valley,2022-11-01,66.76,112.4,8.0,0.5,16.2,7.0,10.2,64.0,18.0,43.0,-2.0,0.6,10.6
207,Borrego Springs,Imperial/Coachella Valley,2022-12-01,43.77,15.3,115.0,0.6,15.5,6.6,10.6,74.0,26.0,51.0,0.7,0.6,7.8
207,Borrego Springs,Imperial/Coachella Valley,2023-01-01,56.43,8.9,156.0,0.7,17.2,2.5,10.0,77.0,29.0,55.0,0.7,0.7,7.6
207,Borrego Springs,Imperial/Coachella Valley,2023-02-01,71.7,26.9,189.0,0.6,18.7,2.9,10.9,71.0,24.0,43.0,-1.6,0.9,8.5
207,Borrego Springs,Imperial/Coachella Valley,2023-03-01,111.43,60.1,238.0,0.8,21.3,7.0,14.4,78.0,29.0,48.0,3.3,1.0,12.6
